model,types,filter,count,min,max,mean,std,bin_count,shannon_entropy,desequilibrium,complexity
meta-llama/Meta-Llama-3-70B,bias-norm,4 sigma,1310720,-0.1142578125,0.74609375,0.16394197925401385,0.06518247599681959,619,5.10380220413208,0.006123261526226997,0.031251915674034514
meta-llama/Meta-Llama-3-70B,bias-other,0 sigma,68451041280,-126.5,93.0,-2.232481448460017e-05,0.01536934711289416,27242946,7.15598201751709,0.0008983939769677818,0.006428891143827109
meta-llama/Meta-Llama-3-70B,bias-other,1 sigma,53823568584,-0.015380859375,0.01531982421875,-2.5482876303461257e-05,0.007930913184815777,4621,6.963125705718994,0.0008881152025423944,0.006184057796462777
meta-llama/Meta-Llama-3-70B,bias-other,2 sigma,67213899984,-0.0306396484375,0.0306396484375,-1.9280914943109715e-05,0.011719316347563145,7703,7.133357524871826,0.0007868086104281247,0.005612587121831408
meta-llama/Meta-Llama-3-70B,bias-other,3 sigma,68319485340,-0.0458984375,0.0458984375,-2.201000253143158e-05,0.012465005203833658,11429,7.173712730407715,0.00080334790982306,0.005762987127644115
meta-llama/Meta-Llama-3-70B,bias-other,4 sigma,68413738209,-0.061279296875,0.061279296875,-2.228595446425355e-05,0.012603731092678547,15265,7.180784225463867,0.0008229006780311465,0.005909072207929578
meta-llama/Meta-Llama-3-70B,embedding-other,0 sigma,69501714432,-126.5,93.0,-2.2197675433388413e-05,0.015294608805929403,27483414,7.157891750335693,0.0008968339534476399,0.006419440356803807
meta-llama/Meta-Llama-3-70B,embedding-other,1 sigma,54591510421,-0.0152587890625,0.0152587890625,-8.189881325758449e-06,0.007882167924577828,4649,6.962684631347656,0.0008905464201234281,0.006200593872895066
meta-llama/Meta-Llama-3-70B,embedding-other,2 sigma,68235887396,-0.030517578125,0.030517578125,-1.9137591399003137e-05,0.011669945023269429,7769,7.1355085372924805,0.00078634696546942,0.0056109854853810814
meta-llama/Meta-Llama-3-70B,embedding-other,3 sigma,69368425598,-0.0458984375,0.045654296875,-2.3022679432156557e-05,0.012419970711387887,11586,7.17689323425293,0.0008025677525438368,0.005759943073261442
meta-llama/Meta-Llama-3-70B,embedding-other,4 sigma,69463791610,-0.06103515625,0.06103515625,-2.215902552402876e-05,0.01255782810653299,15225,7.18202543258667,0.0008214012486860156,0.005899324658421412
meta-llama/Meta-Llama-3-70B,embedding,0 sigma,1050673152,-0.16796875,0.1640625,-1.391460431252649e-05,0.009198734664989354,14145,6.877135753631592,0.0010251504136249423,0.007050098562390306
meta-llama/Meta-Llama-3-70B,embedding,1 sigma,727362699,-0.0091552734375,0.0091552734375,-3.4391632213308616e-06,0.0048847639281570324,1050,6.574033260345459,0.0005100377020426095,0.0033530048172582816
meta-llama/Meta-Llama-3-70B,embedding,2 sigma,999495710,-0.018310546875,0.018310546875,-9.348862975609971e-06,0.007931238303306082,1626,6.777052879333496,0.0005575165851041675,0.003778319378356376
meta-llama/Meta-Llama-3-70B,embedding,3 sigma,1046169486,-0.027587890625,0.0274658203125,-1.4617009332869226e-05,0.008989729410473159,2330,6.855372905731201,0.0006792166386730969,0.004656283341881368
meta-llama/Meta-Llama-3-70B,embedding,4 sigma,1050391932,-0.03662109375,0.03662109375,-1.369342383149845e-05,0.00917630654058882,3104,6.874106407165527,0.0007735102553851902,0.00531719180255158
meta-llama/Meta-Llama-3-70B,norm-embedding-other,0 sigma,69503033344,-126.5,93.0,-1.888036929601209e-05,0.01532776320247908,27483588,7.157967567443848,0.0008968634647317231,0.006419719592974993
meta-llama/Meta-Llama-3-70B,norm-embedding-other,1 sigma,54652875169,-0.01531982421875,0.0152587890625,-2.5373539493352592e-05,0.007894408719798863,4638,6.963134765625,0.0008889359887689352,0.006189781087812207
meta-llama/Meta-Llama-3-70B,norm-embedding-other,2 sigma,68249438967,-0.0306396484375,0.030517578125,-2.5191012112012263e-05,0.011676742701472929,7785,7.135587692260742,0.000786448479630053,0.0056117720918453795
meta-llama/Meta-Llama-3-70B,norm-embedding-other,3 sigma,69370201662,-0.0458984375,0.0458984375,-2.186786562075729e-05,0.012421934998767863,11530,7.1761322021484375,0.000802366528660059,0.005757888284243506
meta-llama/Meta-Llama-3-70B,norm-embedding-other,4 sigma,69464511783,-0.061279296875,0.061279296875,-2.2107697964804927e-05,0.01255919037091304,15286,7.181840419769287,0.0008217049762606621,0.0059013540116343854
meta-llama/Meta-Llama-3-70B,norm-embedding,0 sigma,1051992064,-0.16796875,3.328125,0.00020524286115331954,0.012321915855827611,148993,6.884905815124512,0.0010864074574783444,0.007479813021587289
meta-llama/Meta-Llama-3-70B,norm-embedding,1 sigma,865535459,-0.0120849609375,0.01251220703125,0.00010067714825354816,0.006186341546243925,1224,6.639412879943848,0.0005381725495681167,0.0035731497572347726
meta-llama/Meta-Llama-3-70B,norm-embedding,2 sigma,1040369254,-0.0244140625,0.0247802734375,6.944001451765115e-07,0.008803093086550437,2089,6.839809417724609,0.0006388176698237658,0.004369391114269483
meta-llama/Meta-Llama-3-70B,norm-embedding,3 sigma,1050459348,-0.03662109375,0.037109375,-1.2237646614737728e-05,0.009178423172881069,3125,6.873475551605225,0.0007785129128023982,0.005351089472756254
meta-llama/Meta-Llama-3-70B,norm-embedding,4 sigma,1050731940,-0.049072265625,0.04931640625,-1.2362554466820823e-05,0.009200045752260744,4160,6.875302314758301,0.0008573175873607397,0.0058943175928642955
meta-llama/Meta-Llama-3-70B,norm-other,0 sigma,68452360192,-126.5,93.0,-1.895658866861891e-05,0.015402845086538311,27243120,7.156566143035889,0.000898163125384599,0.006427763814050719
meta-llama/Meta-Llama-3-70B,norm-other,1 sigma,53883635911,-0.015380859375,0.015380859375,-8.312190455443906e-06,0.007943141557319552,4632,6.9643354415893555,0.0008873297483660281,0.006179662014922094
meta-llama/Meta-Llama-3-70B,norm-other,2 sigma,67240257100,-0.03076171875,0.03076171875,-1.9320640054942398e-05,0.011732819950171211,7823,7.1356072425842285,0.0007877175812609494,0.005620843277956561
meta-llama/Meta-Llama-3-70B,norm-other,3 sigma,68322873368,-0.046142578125,0.046142578125,-2.2001498141647267e-05,0.012468879276928278,11490,7.174374580383301,0.0008035392966121435,0.00576489190395324
meta-llama/Meta-Llama-3-70B,norm-other,4 sigma,68414455810,-0.0615234375,0.0615234375,-2.2234261762216616e-05,0.012605114070952208,15270,7.180517196655273,0.0008230100502260029,0.005909637818667934
meta-llama/Meta-Llama-3-70B,norm,0 sigma,1318912,-0.1142578125,3.328125,0.17479070802132443,0.1522389292120174,2479,5.1324462890625,0.007280504796653986,0.03736679982608848
meta-llama/Meta-Llama-3-70B,norm,1 sigma,1276230,0.0225830078125,0.326171875,0.16716400244763874,0.05994973136196173,228,5.060738563537598,0.0035165813751518726,0.017796498977049158
meta-llama/Meta-Llama-3-70B,norm,2 sigma,1310032,-0.1142578125,0.478515625,0.16373548449801628,0.06455996650826487,432,5.108987808227539,0.005381691735237837,0.027494997462969017
meta-llama/Meta-Llama-3-70B,norm,3 sigma,1310637,-0.1142578125,0.62890625,0.16391020629497036,0.06506173682068496,534,5.097349166870117,0.0059159789234399796,0.030155810236617953
meta-llama/Meta-Llama-3-70B,norm,4 sigma,1310720,-0.1142578125,0.74609375,0.16394197925401385,0.06518247599681959,619,5.10380220413208,0.006123261526226997,0.031251915674034514
meta-llama/Meta-Llama-3-70B,other,0 sigma,68451041280,-126.5,93.0,-2.232481448460017e-05,0.01536934711289416,27142418,7.1556596755981445,0.0008985013701021671,0.006429370022509762
meta-llama/Meta-Llama-3-70B,other,1 sigma,53823568584,-0.015380859375,0.01531982421875,-2.5482876303461257e-05,0.007930913184815777,4621,6.963125705718994,0.0008881152025423944,0.006184057796462777
meta-llama/Meta-Llama-3-70B,other,2 sigma,67213899984,-0.0306396484375,0.0306396484375,-1.9280914943109715e-05,0.011719316347563145,7703,7.133357524871826,0.0007868086104281247,0.005612587121831408
meta-llama/Meta-Llama-3-70B,other,3 sigma,68319485340,-0.0458984375,0.0458984375,-2.201000253143158e-05,0.012465005203833658,11514,7.174593448638916,0.0008037582738325,0.005766638845727978
meta-llama/Meta-Llama-3-70B,other,4 sigma,68413738209,-0.061279296875,0.061279296875,-2.228595446425355e-05,0.012603731092678547,15265,7.180784225463867,0.0008229006780311465,0.005909072207929578
meta-llama/Meta-Llama-3-8B,bias-embedding-other,0 sigma,7504658432,-0.8359375,0.83203125,-3.0946112698186587e-06,0.012331894757676506,108970,7.11939811706543,0.0008869820740073919,0.006314778507559016
meta-llama/Meta-Llama-3-8B,bias-embedding-other,1 sigma,5410683280,-0.0123291015625,0.01226806640625,-1.9494326810077935e-05,0.006464181552001111,2081,6.791962623596191,0.0007571241585537791,0.0051423589863189845
meta-llama/Meta-Llama-3-8B,bias-embedding-other,2 sigma,7156570404,-0.024658203125,0.024658203125,-1.498250438990612e-06,0.010194552079513862,3356,7.004830360412598,0.0006726511055603623,0.004711806886194325
meta-llama/Meta-Llama-3-8B,bias-embedding-other,3 sigma,7438327799,-0.036865234375,0.036865234375,-2.5051536927432218e-06,0.011495279760856732,4883,7.0864458084106445,0.000705388723872602,0.004998698965587134
meta-llama/Meta-Llama-3-8B,bias-embedding-other,4 sigma,7486365964,-0.04931640625,0.04931640625,-2.8992810512455454e-06,0.011938084790485639,6400,7.104637145996094,0.0007454627193510532,0.005296242126856754
meta-llama/Meta-Llama-3-8B,bias-embedding,0 sigma,525336576,-0.08203125,0.2255859375,1.84236295119731e-05,0.009330465719310746,10017,6.796292781829834,0.0010824594646692276,0.007356711446354858
meta-llama/Meta-Llama-3-8B,bias-embedding,1 sigma,361763012,-0.00927734375,0.00933837890625,2.55937553489783e-05,0.004988164067306675,824,6.449743270874023,0.00041679400601424277,0.0026882143356309895
meta-llama/Meta-Llama-3-8B,bias-embedding,2 sigma,500547817,-0.0185546875,0.0186767578125,2.571548149414864e-05,0.008118066248184324,1268,6.696800231933594,0.0004740814911201596,0.003174829039688909
meta-llama/Meta-Llama-3-8B,bias-embedding,3 sigma,523533081,-0.0279541015625,0.0279541015625,1.638988589708145e-05,0.009164839025018025,1842,6.7859673500061035,0.0006397159304469824,0.004341091417291998
meta-llama/Meta-Llama-3-8B,bias-embedding,4 sigma,525251675,-0.037109375,0.037109375,1.7841610762117037e-05,0.009317071534137855,2423,6.796296119689941,0.0007687838515266776,0.005224882707011047
meta-llama/Meta-Llama-3-8B,bias-norm-embedding-other,0 sigma,7504924672,-0.8359375,3.21875,1.2344268980212385e-05,0.012718545138522526,264360,7.11895227432251,0.0008929041214287281,0.006356541825996986
meta-llama/Meta-Llama-3-8B,bias-norm-embedding-other,1 sigma,5518685694,-0.0126953125,0.0126953125,-2.2870551822281658e-07,0.00663616105329818,2125,6.802568435668945,0.0007504800450988114,0.005105191866388581
meta-llama/Meta-Llama-3-8B,bias-norm-embedding-other,2 sigma,7192734426,-0.025390625,0.025390625,-1.5996050568899265e-06,0.01032323089890594,3469,7.014283657073975,0.0006744196871295571,0.004730570989441796
meta-llama/Meta-Llama-3-8B,bias-norm-embedding-other,3 sigma,7447063639,-0.0380859375,0.0380859375,-2.5576339797999866e-06,0.011560422052005718,4972,7.086858749389648,0.0007090686121955514,0.005025069098255619
meta-llama/Meta-Llama-3-8B,bias-norm-embedding-other,4 sigma,7488652509,-0.05078125,0.05078125,-2.918153408700263e-06,0.011968369160191361,6617,7.1071672439575195,0.0007493987213820219,0.005326102045269954
meta-llama/Meta-Llama-3-8B,bias-norm-embedding,0 sigma,525602816,-0.2021484375,3.21875,0.00023885986149762092,0.01501119369495673,111685,6.801403045654297,0.0011698044836521149,0.007956311777931546
meta-llama/Meta-Llama-3-8B,bias-norm-embedding,1 sigma,469119487,-0.0147705078125,0.01519775390625,9.137834646630777e-05,0.007192024112148593,1075,6.628197193145752,0.0004205472068861127,0.002787469816267818
meta-llama/Meta-Llama-3-8B,bias-norm-embedding,2 sigma,524360931,-0.0296630859375,0.0301513671875,2.1315452154404482e-05,0.009229235775268846,1971,6.79366397857666,0.0006701103993691504,0.004552504881863817
meta-llama/Meta-Llama-3-8B,bias-norm-embedding,3 sigma,525333343,-0.044677734375,0.045166015625,1.8344198865939462e-05,0.009329087492582612,2933,6.797611713409424,0.0008393030147999525,0.005705256004504
meta-llama/Meta-Llama-3-8B,bias-norm-embedding,4 sigma,525339423,-0.0595703125,0.06005859375,1.8503801855969246e-05,0.00933049630667336,3905,6.7977118492126465,0.0009241857333108783,0.006282348310200636
meta-llama/Meta-Llama-3-8B,bias-norm-other,0 sigma,6979588096,-0.8359375,3.21875,1.1886690337734181e-05,0.01293770305348083,253406,7.108094215393066,0.0009007921908050776,0.006402915760732819
meta-llama/Meta-Llama-3-8B,bias-norm-other,1 sigma,5135791799,-0.01287841796875,0.012939453125,1.785358086552697e-05,0.00674773537877386,2080,6.801113605499268,0.0007389487000182271,0.005025674057459961
meta-llama/Meta-Llama-3-8B,bias-norm-other,2 sigma,6690562670,-0.0257568359375,0.02587890625,7.2828607639253075e-06,0.010493551512043293,3364,7.011168479919434,0.0006673340103588998,0.004678791179006547
meta-llama/Meta-Llama-3-8B,bias-norm-other,3 sigma,6925704927,-0.03857421875,0.038818359375,6.786115526556896e-08,0.01174540682366782,4864,7.077632427215576,0.0007116608321666718,0.005036873782922058
meta-llama/Meta-Llama-3-8B,bias-norm-other,4 sigma,6964585292,-0.051513671875,0.0517578125,-3.2114231338433613e-06,0.01216281984487407,6476,7.097646713256836,0.0007532695308327675,0.005346441009711711
meta-llama/Meta-Llama-3-8B,bias-norm,0 sigma,266240,-0.2021484375,3.21875,0.43519685016228604,0.28946084181649845,671,4.504714012145996,0.012981807813048363,0.05847933155842533
meta-llama/Meta-Llama-3-8B,bias-norm,1 sigma,252535,0.146484375,0.72265625,0.41067111907136633,0.104056710193596,116,4.317115783691406,0.0073168291710317135,0.03158759870083472
meta-llama/Meta-Llama-3-8B,bias-norm,2 sigma,262002,-0.0272216796875,1.0078125,0.40216401856154577,0.12262452678234269,202,4.429534435272217,0.010274655185639858,0.04551193895534
meta-llama/Meta-Llama-3-8B,bias-norm,3 sigma,262144,-0.2021484375,1.2890625,0.40254406933672726,0.12371221806953828,295,4.443537712097168,0.011731995269656181,0.052131563418862825
meta-llama/Meta-Llama-3-8B,bias-norm,4 sigma,262174,-0.2021484375,1.5859375,0.40266225869921135,0.12420156244926925,349,4.434054374694824,0.012284679338335991,0.05447093616187182
meta-llama/Meta-Llama-3-8B,bias-other,0 sigma,6979321856,-0.8359375,0.83203125,-4.714298564241386e-06,0.012528748009052761,104870,7.10980224609375,0.0008938225219026208,0.006354901373832433
meta-llama/Meta-Llama-3-8B,bias-other,1 sigma,5036891102,-0.01251220703125,0.01251220703125,-8.909451929278634e-07,0.006575605455344063,2038,6.790269374847412,0.0007459043990820646,0.005064891797650906
meta-llama/Meta-Llama-3-8B,bias-other,2 sigma,6654207060,-0.0250244140625,0.0250244140625,-2.894460681674572e-06,0.010352275971663306,3275,7.003799915313721,0.0006657505873590708,0.00466278390736552
meta-llama/Meta-Llama-3-8B,bias-other,3 sigma,6916698384,-0.037353515625,0.037353515625,-4.072572141004607e-06,0.011672219549253791,4712,7.0751190185546875,0.0007063274970278144,0.004997351107549619
meta-llama/Meta-Llama-3-8B,bias-other,4 sigma,6962199018,-0.050048828125,0.050048828125,-4.521245948583561e-06,0.012128295072629547,6276,7.095344543457031,0.0007495682220906019,0.0053184447945593405
meta-llama/Meta-Llama-3-8B,embedding-other,0 sigma,7504658432,-0.8359375,0.83203125,-3.0946112698186587e-06,0.012331894757676506,108970,7.11939811706543,0.0008869820740073919,0.006314778507559016
meta-llama/Meta-Llama-3-8B,embedding-other,1 sigma,5410683280,-0.0123291015625,0.01226806640625,-1.9494326810077935e-05,0.006464181552001111,2088,6.792548179626465,0.0007583817932754755,0.005151344869375185
meta-llama/Meta-Llama-3-8B,embedding-other,2 sigma,7156570404,-0.024658203125,0.024658203125,-1.498250438990612e-06,0.010194552079513862,3356,7.004830360412598,0.0006726511055603623,0.004711806886194325
meta-llama/Meta-Llama-3-8B,embedding-other,3 sigma,7438327799,-0.036865234375,0.036865234375,-2.5051536927432218e-06,0.011495279760856732,4823,7.085522174835205,0.0007032835274003446,0.004983131028591464
meta-llama/Meta-Llama-3-8B,embedding-other,4 sigma,7486365964,-0.04931640625,0.04931640625,-2.8992810512455454e-06,0.011938084790485639,6479,7.1079511642456055,0.0007450936827808619,0.005296089509994273
meta-llama/Meta-Llama-3-8B,embedding,0 sigma,525336576,-0.08203125,0.2255859375,1.84236295119731e-05,0.009330465719310746,10092,6.800751209259033,0.00107636081520468,0.007320062115602266
meta-llama/Meta-Llama-3-8B,embedding,1 sigma,361763012,-0.00927734375,0.00933837890625,2.55937553489783e-05,0.004988164067306675,824,6.449743270874023,0.00041679400601424277,0.0026882143356309895
meta-llama/Meta-Llama-3-8B,embedding,2 sigma,500547817,-0.0185546875,0.0186767578125,2.571548149414864e-05,0.008118066248184324,1265,6.696781158447266,0.0004722569137811661,0.003162601202156168
meta-llama/Meta-Llama-3-8B,embedding,3 sigma,523533081,-0.0279541015625,0.0279541015625,1.638988589708145e-05,0.009164839025018025,1842,6.7859673500061035,0.0006397159304469824,0.004341091417291998
meta-llama/Meta-Llama-3-8B,embedding,4 sigma,525251675,-0.037109375,0.037109375,1.7841610762117037e-05,0.009317071534137855,2416,6.794713497161865,0.000770056969486177,0.005232316484151289
meta-llama/Meta-Llama-3-8B,norm-embedding-other,0 sigma,7504924672,-0.8359375,3.21875,1.2344268980212385e-05,0.012718545138522526,263823,7.118420124053955,0.0008931767661124468,0.006358007466232274
meta-llama/Meta-Llama-3-8B,norm-embedding-other,1 sigma,5518685694,-0.0126953125,0.0126953125,-2.2870551822281658e-07,0.00663616105329818,2138,6.8044538497924805,0.0007521070074290037,0.005117677422156186
meta-llama/Meta-Llama-3-8B,norm-embedding-other,2 sigma,7192734426,-0.025390625,0.025390625,-1.5996050568899265e-06,0.01032323089890594,3440,7.013914108276367,0.0006721184472553432,0.004714181059637057
meta-llama/Meta-Llama-3-8B,norm-embedding-other,3 sigma,7447063639,-0.0380859375,0.0380859375,-2.5576339797999866e-06,0.011560422052005718,4984,7.088454246520996,0.0007082870579324663,0.005020660403557253
meta-llama/Meta-Llama-3-8B,norm-embedding-other,4 sigma,7488652509,-0.05078125,0.05078125,-2.918153408700263e-06,0.011968369160191361,6699,7.110195159912109,0.0007492168806493282,0.005327078238517302
